word	description
ELOPE	Slip away with greasy object to climb, heading for embarrassment
SNORE	Be unwittingly annoying
RAISE	Levy. 
ELOPE	Run off to Vegas perhaps
NOVEL	Orwell's "1984" or Clarke's "2010"
ELATE	Give a kick (wordplay)
FILER	submitter
TENOR	Danny Boy singer, often
RETRO	Like art deco today
IMAGE	A gem I photograph
CLING	Sealing
UVULA	It helps to hold one's tongue
ENTER	Begin
SENSE	Comprehend
GLADE	Space surrounded by woods
ARROW	Weapon with fletchings
SIEVE	Filter.
RASTA	Religious follower elevated an authority
UVULA	Softpalate lobe
EYRIE	Lofty abode Var. 
CELLO	Viola da gamba descendant
LEAVE	Get outta here!
LEASE	Tenant's contract 
MONEL	Commercial alloy. 
GLADE	Wood clearing
AMUSE	Elicit chuckles from
ENTER	into holy matrimony
ALIGN	Bring into correct relation
ELOPE	Flee to a JP
ARMOR	Joust gear
ORDER	Restaurant request
AMUSE	Play a card
ABOUT	Involving
RESTS	Orchestral breathers
ENTER	Big key on a laptop
CANIS	Dalmatian, to Domitian
SPEND	Be the opposite of 4-Down
OILER	Petroleum tanker
AMATI	One instrumental in music history
STOGY	Inexpensive cigar Var
STALE	Clicheridden
CHESS	Game show
ELITE	A type type
INURE	Habituate.
SNORE	Sleepers serenade
EXERT	Expend energy. 
ANTES	Procedures before a deal 
OTTER	'The Wind in the Willows' character
BONUS	Unexpected extra
ENTER	Start a pencil maze, e.g
ARROW	Shafted missile
ETUDE	Future virtuosos assignment
OVULE	Part of a plant which becomes the seed
ERODE	Diminish bit by bit
RIVAL	KenL Ration competitor
ELITE	Small typewriter type.
OSAGE	Hail, wise Indian!
RERAN	Showed an old movie 
MERGE	Go with the flow
SNORE	A little night music (wordplay)
LATER	Not so soon. 
GROSS	Glaring
LOSER	Certain game show competitor
ISLET	Isolated spot.
EMEER	Prince of the desert (Var.)
OTTER	Playful webfooted swimmer
URINE	Number one in drug testing
OTTER	Coat fur.
ERROR	Overthrowing eg
SCARE	Cause goose pimples 
HEMEN	Virile fellows
ARROW	Flier with feathers
ARMOR	Shield.
DISCO	Club in which the password is courage
ORDER	Single portion of food. 
ERROR	There's one in this cule
LEAVE	Soldier's vacation
TACET	Silent, in music. 
HEMEN	Stud muffins
SCARE	Cause goose bumps, perhaps
ELATE	Exalt
AGREE	Come to terms 
CELLO	Viola da gamba's kin
ARROW	Archer's projectile
PLEAD	Appeal
ERODE	Deteriorate over time
OWNER	One careful  usedcar ad words
LEARY	LSD pioneer Timothy
ALERT	Ever ready
ELATE	Make joyous 
ARROW	Mall map symbol
OLDIE	Classic track
ENTER	Record books taken on board always
ADORN	Put glitter on eg
ELATE	Tickle 
EROSE	Unevenly notched 
ENTER	Board
SENSE	Hearing say
ELOPE	Skip with a sweetie
ELITE	Aristocracy
CELLO	Casals medium
EATER	Consumer who may be on fire (wordplay)
TEMPO	Time 
RATIO	Math word
UVULA	Palatal lobe
DREAD	Apprehension
ENTER	PC's "Do it" key
IRIAN	New Guinea, to Indonesians 
ADORN	Set off
INANE	Empty, in a way
LITHO	Certain printing process briefly
AISLE	Sounds as if you claim to be able to get along there in church
CELLO	Band with little room, at first, for large instrument
ELITE	The Four Hundred. 
PLEAD	Entreat
ELOPE	Go to Gretna Green 
ERECT	Standing before the court, briefly
OTTER	It swims in a fur
AMUSE	Cause mirth - distract
ERROR	'File not found,' e.g
EMEER	Oriental title. 
SIDED	Shingled a house
TENOR	Pavarotti, say, or that's the implication
SENSE	Kinesthesia, for example 
UTTER	Make a statement
BASIS	What the first letters of this puzzles' superheroes aptly spell
ARMOR	Knight-time protection
AMATI	Fiddle in!
ELITE	Scott Joplins  Syncopations
AGREE	Be equivalent as results
SIEGE	Prolonged attack on a fortified place
AWARE	Pluggedin
UVULA	Mouthpiece (wordplay)
DREAD	Hardly eager anticipation
ERECT	Rear
OVOLO	Quarter-round molding
SONAR	Navigation apparatus 
EXERT	Apply as pressure
AGREE	Gibe
CANIS	Major southern constellation
CHESS	Where a king may be castled 
FILER	Temp, at times
ATTAR	Rose for this at 27 across, in essence
PIPIT	Songbird 
SENSE	What ravers don't make 
ELATE	Buoy
SPENT	Emulated a prodigal. 
TETRA	Four front
ETUDE	Exercise performed on a bench
SIEVE	Straining tool
ERROR	Computer mistake
ABOMA	Large snake of the tropics. 
VILLA	It took just one to tango when he scored a stunning goal at Wembley in nineteen eighty one
OTTER	Player catching crabs maybe
GROWL	Talk angrily
DREAD	Face with reluctance. 
ELITE	Cream of the crop
ARROW	One-way sign
SIREN	Designing woman
ATTAR	Flowery scent 
OTTER	Ring of Bright Water creature
FELLA	Buster or chap relative
ERECT	Correct way to stand
ERROR	"File not found," for example
ORANG	Shaggy-haired creature
ARMOR	Tilting togs
ERODE	Weaken gradually 
ELATE	Cheer and then some
AMUSE	Sleeper song that will entertain (wordplay)
CHESS	Game whose world championship is being held Nov. 6-26, and whose six pieces are found in the starred answers
SNORE	Sign of boredom
ARENA	Battle site
ARARA	Brazilian macaw
HOTEL	A modern inn
REINS	Coach driver's handful
MURAL	Painting by Orozco 
ENTER	Cross the sill
ARENA	Big rock venue
LEARN	Attend the school of experience. 
AGREE	Concur with
LEAVE	Permission - time off
EXPEL	Take action against a disruptive student 
ERODE	Adversely affect, as one's confidence
UTTER	Word with coat
TEASE	Hector. 
SONAR	Antisub defense
NEVER	Royal Navy upset about female entry? Not at all
ELECT	Put in a position of power
VENUE	Change of  what a lawyer might seek
WHEAT	Cereal
CARTE	Position of thrust in fencing.
NERTS	Old-time "nonsense"
FUSIL	Flintlock musket 
LEAPT	Sprang. 
LORAN	Longrange navigation
ERROR	Box-score notation
AMATI	Guarnieri's master
ENTER	Sail into as a harbor
CHESS	Game with knights
CLING	Many fish act like limpets
SIREN	Instrument in Beyonce's "Ring the Alarm"
TROUT	Fly-fishing catch
AROMA	One kind of therapy
HEMEN	Western heroes. 
EMAIL	Certain postings
ARMOR	Tank feature 
LEAVE	"Get out of my sight!"
PLEAD	Quietly go ahead and appeal
ENTER	Come in. It's trouble inside
ELOPE	Abscond with a lover
CELLO	Casals' forte 
AISLE	Usher's path
EDGER	Bed neatener
ROWED	Went up the creek
ERROR	One of the mistakes appearing in Shakespearean comedy (wordplay)
ORLON	Lightweight fiber
TENOR	Domingo is one
OTTER	Aquatic mammal.
LEAVE	G Is privilege
SENSE	Smell or taste 
NOVEL	New and noteworthy
HOTEL	Bellhop's milieu 
LEASE	Tenant's contract
ERROR	Bull 
TENOR	Neil Shicoff eg
LINER	Passenger ship - bin bag
ENATE	Mother's mother, for example
PLEAD	Beg President to take precedence
ENEMY	Time is against us
NERTS	'Fudge!'
SEDER	Event with a hidden piece of matzo
CHESS	Game with knights and pawns
CELLO	Davidov Stradivarius, for one
OWNER	Deed signatory
OVOLO	Convex molding
SKIED	Entered a slalom
SIEVE	What the Jumblies went to sea in
TONED	In fine shape
GLADE	Wooded clearing
AGREE	'Hollywood Squares' choice
CELLO	Arturo Toscaninis instrument
SIREN	Warning
IMAGE	Visualization
UPEND	Turn over and don't get down to one of 30 across
DRIVE	Tee off. 
ERGOT	Bane of rye crops
MURAL	Is it mounted twice on the wall (wordplay)
GROSS	Net's partner 
UPSET	Disturb(ance)
ENTER	ATM button
ELOPE	See a J.P. on the q.t.
NEVER	again
BATON	Munch wields it. 
SENSE	Smell, for example
HERON	Wader with an S-shaped neck
AGREE	Be in accord.
LONER	Isolation is his delectation
ERROR	File not found, for example
REVUE	Theatrical show always attracts university backing
ARROW	Robin Hood's missile 
ARROW	Highway-sign feature 
CROAK	Speak with difficulty
OTTER	Weasel-like swimmer
TETRA	Numerical combining form. 
SENSE	Feel
NEVER	When two Sundays meet
AMATI	First violin (wordplay)
CHESS	Bishops millieu
OTTER	Character in The Wind in the Willows
RATIO	Mach for instance
EXERT	Strain.
ELATE	Brighten
GULES	In heraldry, red. 
KOREA	Former country on its own peninsula
REINS	Hold your horses? These will!
ENTER	The carp might do this and saw to it on the way in
AMUSE	Tickle the fancy of
PLEAD	Say nolo, say
CENSE	Perfume the air
CORPS	Press
ENTER	Chief of combatants from Midway to go in
AMATI	Violin or cello from Cremona
LEAVE	Soldier's holiday. 
OTTER	One swims in the river with cad, topless
FILET	Tender boneless steak
AROMA	Invisible lure
DISCO	1970s' musical genre
SIREN	Police car's noisemaker
RERUN	A "Roseanne" episode, today
RELAX	Nothing's going to happen!
ERODE	Sap slowly
LINER	Hard-hit baseball
FIRER	Pink-slip giver
ENTER	Penetrate 
CELLO	Casals' instrument.
ELATE	Put on a cloud
PREEN	Stroke ones feathers
AWARE	Onto
LOSER	Edsel for one
GENTS	Theyre no ladies
HEMEN	Seriously macho dudes
REGAL	Princely perhaps
DISCO	Dance club that might have a rotating mirrored ball
TACET	Tenor and virtuoso from the first type of musical that's silent (wordplay)
ARMOR	Its hard to penetrate
RIVAL	Harvard to Yale eg
ESSAY	Dissertation.
ELATE	Uppuff.
LONER	Aloof one
WHARF	Its a shore thing
RERAN	Showed again in summer
DRIVE	Riverside
ARARA	S.A. parrot 
DISCO	Place to dance in a girl's company
PHLOX	Flower whose name is Greek for 'flame'
DOTER	Tooloving person
ELATE	Joyfilled
TROUT	Everybody in France eats river fish
ENTER	Participate in. 
ENTER	Come in. It is trouble inside
AWARE	Clued in
OTTER	Marten's cousin
UVULA	Dangly throat thing
LEMON	Iced tea topper
INPUT	Data to be processed
EROSE	Worn unevenly
OTAKU	Young Japanese geeks having neither time nor energy for new takeout
SIEVE	Winnowing device
ENTER	Come/go in
ALERT	Warn
KOREA	M*A*S*H* backdrop
UVULA	Backofthemouth pendulum
SWEPT	Prepared floors for mopping
OLDIE	Song by the Drifters, for example
EATER	Cockney rod 
RESET	Restore to original state
INTER	Place in the earth
AISLE	Theater area
EXERT	Put out, in a way
LEVEE	Protection against floods. 
ERROR	Unearned run precipitator
SENSE	What ravers dont make
EDGER	Toro product
AWARE	Do you know there's some fighting at the East (wordplay)
ELATE	Elevate the spirits 
ERGOT	Grain fungus
OLMOS	Stand and Deliver star, 1987
NAVEL	Orange feature
RAISE	Bring up level for the audience
ERECT	Get this 1 across before the beginning
EMEER	Turkish bigwig Var
TRILL	Coloratura's quaver
ARMOR	Vehicles such as tanks.
LONER	Solitary individual caught between opposing sides
DRYER	Place for a tumbler
PREEN	Prink and primp. 
SCARE	Frighten
RETIE	Tighten an oxford
CHESS	Battle of wits
ERROR	Erasers target
SERER	Senegalese people
SIREN	Mud eel
ALARM	Sound from a carbon monoxide detector
ENTER	Put on the books
LINEN	Anniversary gift before wood
ELATE	More than lift
SPARE	Backup tire
ELITE	The select few
CELLO	Musical instrument like large violin
ESSAY	Philosophy class assignment
TENOR	Bill heard a voice
ELATE	Really tickle
AMUSE	Cause to smile
SENSE	Paines Common
ERROR	Wrong.
AISLE	Cathedral area
CELLO	Senor Casal's forte. 
MISER	One giving little room is erring essentially
ETERN	Ever, in poesy 
MISER	Pennypincher
MANIA	Sale day feeling
ETUDE	"Revolutionary" Chopin work
OLDIE	Song on a reunion tour maybe
ALEPH	6 Down letter
NEVER	Diehard's reply to "Give up?"
AMUSE	What entertaining band will do
SURGE	Increase in troop levels
ADORN	Prettify. 
SENNA	Drug plant
SENSE	Olfaction, for one
SERER	West African language closely related to Fula
NEVER	Worse than late
DISCO	"Y.M.C.A." music genre
NEVER	'In your dreams!'
GROSS	Vulgar
ATTAR	It makes scents (wordplay)
ALERT	Signal for a scramble
AISLE	Ushers work station
LONER	Very independent one
IRIAN	Relating to the eye. 
PURIM	Edge found after turning up for the festival
ESSAY	Poetic Pope product
NEVER	When to look a gift horse in the mouth
OTTER	Playful aquatic animal.
ABOUT	Up and  all better
STOMP	Put one's foot down (wordplay)
UVULA	Dangly lobe in the throat
ATTAR	Fragrant oil from petals
ELITE	Type size
AMUSE	Please 
EMAIL	Messages with attachments
ERECT	Hard up
SIREN	City sound 
CELLO	Pudding Pops makers, originally
ERECT	Hard
LOPER	Horse with a certain gait. 
NERTS	Dagnabbit!
ELITE	The pick of the literary circle
BUYER	Salesmans quest
REATA	Spanish lasso. 
MURAL	W, all art
ORDER	Chairmans call
EIDER	Source of down
AMATI	Nicolo 
ARMOR	Knight's garb.
ATTAR	Scent for a s-sailor
SKATE	Takes to gliding
PLEAD	Beseech.
LOPER	Jogger's cousin 
CHESS	War for 30 men and 2 women (wordplay)
LEMON	Kind of tree
ELIDE	Omit in pronunciation..
ORDER	Its placed at the drivethrough
ERROR	2+2=5.
RELIC	Holy remnant
CANIS	Major or Minor constellation
OTTER	Animal sheltering in hot terrain
EXERT	Apply strenuously
MOTOR	Its under a hood
OLDIE	Any pop song of Pops day
VALET	Inconclusive steps taken to get servant
SIREN	Signaling device
AMUSE	Pleasure
ELOPE	Flee
HIVER	Opposite of ete 
OMBRE	Card-game for three; rob me (anagram)
OVATE	Modern slang for applaud
DREAD	Dont look forward to
TEPEE	Conical tent.
ENTER	Inscribe
ARMOR	Armadillos protection
ELATE	Give a laugh
DRIVE	Road for cars.
CHESS	Benny Andersson and Bjorn Ulvaeus musical
RAKED	Did the job of a fall guy
ELITE	Like members of the NFL alltime team
MURAL	Many a Keith Haring work
ELITE	Flower of the flock
SENSE	Reason 
ELATE	Bring cheer to
ERECT	Build, as a skyscraper
AGREE	Be at one. 
EMAIL	It's often deleted
IMAGE	Mirror's product 
DENSE	Like crowd during sold-out concert
ORDER	A burger, fries and an iced tea, for example
ERUPT	Break out violently. 
LATER	Some congratulate rivals after the event
DISCO	Dance spot, for short
HALER	Comparatively sound
TENOR	Vocal part
ERROR	Flub by a fielder
ERODE	Show time's effects
EXERT	Put forth strongly 
START	Get under way. 
TEPEE	Home of a brave, once
OVULE	Small body containing the female germ cell of a plant
SCENT	Hunt like a hound
CRUSH	Crowd offering college place in Dublin
ENTER	Enroll, sign up
SKATE	Do figures in a way
SCARE	Startle
AGREE	What toadies do
ROLEO	Contest for loggers
RATER	One who seeds entries
ERODE	Deteriorate, as rock or shoreline
TETRA	Aquarium fish with a name that derives from the Greek for foursided wing
CRUSH	Seasonal winery event
NEVER	Positively not
SCARE	Certain kind of crow 
ERODE	Weaken over time
PURIM	Acceptable in stiffly formal Jewish feast
RELIC	Archeologist's quest
USAGE	Lexicographer's interest
AGREE	Get on well together. 
EDGER	John Deere product
OVULE	Botanical seed-to-be
ARMOR	Military tanks.
LEMON	One on the verge of a breakdown (wordplay)
PLEAD	Present a case 
TEMPT	Offer bait
CREEK	It's wadable
LEARY	Rescue Me star
EMEER	Kuwaiti ruler Var
AGREE	What the likeminded do
RATTY	Wind in the Willows character
RIMER	Poet of a sort.
OWNER	He has depressing experience, being robbed of diamonds
MOWER	Landscapers tool
SIREN	Alluring one
LONER	Rogue elephant, for example
ENTER	Don't leave this before it is a complaint inside
SWASH	Bluster 
ERECT	Construct on a lot
PREEN	Tidy and clean (plumage)
NEVER	Absolutely not.
BASIS	Justification
EXERT	Use extreme effort 
SPASM	Botox target God forbid you should put such poison into your body
RESTS	Caesurae. 
INURE	Used to get to run back in there, that is to say
ERODE	Opposite of strengthen
OVINE	Like some ruminants
LEAVE	Split, so to speak
THINE	Pronoun. 
VICAR	Churchman's eye, we hear, caught by very short mini, say
CLING	Adhere (to)
STEAL	How Ben Harper will get "Kisses"
SIEVE	Baker's implement
SPASM	Paroxysm. 
ENURE	Take effect 
OLDIE	Throwback jam
RETRO	Back to the future (wordplay)
DREAD	Emotion of a slave named Scott (wordplay)
ERECT	Upright before court
UPSET	Discombobulate
LEARN	Companion of live. 
ORATE	Hold forth, a la Douglas 
ALIEN	Unsympathetic (with "to").
RAISE	Construct or erect. 
RATTY	Overrun with vermin
RESIN	Bitter substance produced by hop flowers
ENTER	Put your name down to go in
NORSE	Origin of the word 'troll'
STALE	Dry
ELATE	Is 'e dead? That ought to please you
LEARY	Timothy who preached the message found in this puzzles theme
RENTE	Annual income in France. 
RASTA	Dreaded sort
ERODE	Fret
MERGE	Road sign direction
ELIDE	Drop a vowel in pronunciation
ELATE	Exultant.
ERROR	Trial mate
SNEER	Little belittlement
EMAIL	Type of address
SWASH	Sound of splashing water. 
ERROR	Oversight
EROSE	Uneven, as if gnawed.
ARENA	Gladiators place
ONSET	Attack made on cake
SALTY	Tersely witty 
TASER	Stunning brand name (wordplay)
EMAIL	Get hold of, in a way
SIREN	Street sound.
TEASE	Engage in trifling raillery
ALIEN	A  Oscar winner
ENTER	Sign up to compete
ARENA	Continental Airlines for one
AWARE	In the know managers
THINE	Like whose eyes in a Ben Jonson verse
RAKED	Slanted.
REVUE	Magazine Fr. 
WANER	Paul or Lloyd of baseball lore
RATER	Word with first second etc
AGREE	Correspond with a European (almost)
LONER	Homebody, perhaps
ARMOR	The Black Knight's garb. 
ERROR	Failing
ARARA	Colorful bird. 
ADDED	Part of VAT
SIREN	Police-car adjunct
COULD	This  be the start
ELOPE	Run away with
ERROR	Passed ball or wild pitch. 
ERECT	On one's feet. 
OLEIN	Chemical compound.
ERROR	Queen Elizabeth - right or wrong
ENTER	Come in, dramatically
TAUPE	Gray.
ELOPE	Run off and form a union (wordplay)
ENEMA	Inside job
INPUT	Load data from trendy place
GROWL	Canine warning
OVULE	Small seed 
ARMOR	Some ankylosaurus bones
RASTA	Many a dreads sporter
LEVEE	Word in "American Pie" lyrics
RESET	Change to 000, for example
ELOPE	Do without a big wedding
NEVER	'Out of the question!'
ELOPE	Run off as a couple
ADDER	Asp
RINSE	Car wash action
EXERT	Put into vigorous action. 
ATTAR	Natural perfume
AGREE	Come to terms. 
OTTER	Furbearing freshwater mammal
DISCO	Gloria Gaynor's music
EMEER	Islamic chief
OTTER	Fur animal.
SUMAC	Poisonous shrub
NEVER	"No way!"
SNEER	Display derision
ENTER	STEP IN
PRONE	Ready to shoot
KOREA	It was once ruled by the Joseon dynasty
RAMAL	Branchlike 
AROMA	Scent of a woman
GROSS	Horribly large
AWARE	Opposite of "in the dark"
AGITA	Aggravation
SIREN	Loud warning device
SIEGE	Castle campaign
APODA	Caecilians, for example 
ERROR	Wild throw for instance
CELLO	Part of prison circle in large-scale fiddle
CELLO	Parcel lorry contains instrument
LONER	Unsociable person
YAMEN	Chinese official's office
OTTER	Cockney hide-and-seeker's closer to catching carnivore (wordplay)
RELIC	Old piece
PRIED	Made intrusive enquiries
AMATI	Music maker of the 16th century
AMUSE	A source of inspiration can cause merriment
ERROR	Basis of feedback principle. 
SCARE	Lead-in to crow or straight.
ARROW	Missile from bow
SEDER	Ritual in which bitter herbs are dipped
NEVER	Twice less than twice
ELATE	Delight. 
ERGOT	Disease of rye
ENTER	Shift-key neighbor
ENTER	Be accepted by
ERODE	Geology "lessen" (wordplay)
GROWL	Surly sound 
OTTER	Man working with Clay takes head off playful swimmer
TONED	Firmly fit
EMEER	Middle Eastern bigwig Var
URIAL	Bearded sheep of southern Asia (anagram of LAURI)
DENAR	Moslem gold coin variable
ELATE	Uplift. 
ARROW	One-way street symbol
RERUN	TV offering
PILOT	One in a plane place that's cultivated
ELIDE	Skip over in pronunciation
SHALY	Containing fissile rock
OLDEN	Ancient in poesy
EMEER	Ruler in the East. 
MEANT	Fated for
HEART	Enthusiasm. 
OPINE	State one's stance
LONER	One for the road
ARMOR	U S Army division
SEDER	Meal at which questions are asked
AGREE	Be of the same mind
ALTER	Bout of extravagant spending
EROSE	Like an insecteaten leaf
NEVER	Proverbially, "When two Sundays come together."
RAKED	Gathered without a leaf-blower
HELLO	Aloha synonym
RATIO	It may be 'golden' in mathematics
ARTSY	Like pretentious gallerygoers
